Date,Gold_return,SPX_return,Gold_SPY_ratio_return
7/3/2001,0.000558815,-0.001829101,-1.006655683
7/6/2001,-0.00451638,-0.023778731,-1.251033387
7/9/2001,0.003765065,0.00685539,1.061810634
7/11/2001,0.000373832,-0.001134776,-0.057511108
7/12/2001,-0.004682972,0.023415018,-0.499060086
7/17/2001,-0.002426053,0.009921923,-0.977073131
7/18/2001,0.003543788,-0.005557061,0.958607918
7/20/2001,-0.002222223,-0.003437945,-0.509951909
7/23/2001,-0.003714715,-0.016504113,-1.054941942
7/25/2001,-0.001303174,0.015951975,1.974500615
7/26/2001,-0.003358839,0.01039526,1.375024916
7/27/2001,-0.005059507,0.002399586,1.87572743
7/30/2001,0.000563433,-0.001078686,-1.395422991
7/31/2001,-0.001503195,0.005555225,-0.657696127
8/3/2001,0.003178464,-0.00525647,0.602194921
8/20/2001,-0.002887567,0.008091311,0.068034971
8/31/2001,0.002567396,0.004021909,1.693164547
9/4/2001,-0.002567396,-0.000564742,1.963142258
9/5/2001,-0.00367918,-0.001059752,-0.269622931
9/7/2001,0.005681313,-0.018812879,0.907102246
9/10/2001,-0.007705046,0.006206638,1.413615478
9/17/2001,0.077063348,-0.05046794,0.207033366
9/19/2001,-0.004502172,-0.016243695,-2.102929147
9/21/2001,0.013769581,-0.019217754,2.790817749
9/24/2001,-0.014809983,0.038242568,-0.615275098
9/25/2001,-0.000694203,0.008751271,-1.585541465
9/26/2001,0.011907984,-0.005179999,3.36659352
9/27/2001,-0.005677435,0.011423618,-1.531587787
10/1/2001,-0.008566097,-0.002298642,1.965303792
10/2/2001,0.003606702,0.01223052,-2.536634486
10/4/2001,0.000861401,-0.002474428,0.253876963
10/11/2001,-0.018629713,0.015093795,1.041791678
10/16/2001,-0.002664537,0.006911964,1.201938296
10/17/2001,0.001777146,-0.018808352,-1.406068386
10/22/2001,-0.011710791,0.015180241,-0.632910267
10/23/2001,0.000543528,-0.004708747,-1.899612914
10/24/2001,-0.00199438,0.0003871,3.798501523
10/26/2001,0.001985739,0.004100337,0.417710897
10/30/2001,0.006440094,-0.017314952,0.612948032
11/1/2001,0.006614845,0.02268881,-7.671054634
11/5/2001,-0.005912406,0.014283087,-0.748198078
11/8/2001,-0.001249442,0.002452627,-1.241401131
11/9/2001,-0.01005214,0.001581169,2.524083313
11/12/2001,0.010230727,-0.001768932,-0.094601021
11/13/2001,-0.012578782,0.018393197,-2.134989345
11/21/2001,-0.000549702,-0.004939278,-1.070883499
11/23/2001,0.001099103,0.011637951,-0.164179784
11/27/2001,0.002564574,-0.006866325,0.223623925
11/28/2001,0.004016803,-0.018420025,-0.538115362
12/3/2001,0.00308055,-0.008416557,-2.35741399
12/7/2001,-0.00164039,-0.007559993,-0.998489011
12/10/2001,-0.005304082,-0.015995189,0.424124711
12/11/2001,-0.001651831,-0.002784746,0.581538987
12/12/2001,0.004764532,0.000272668,3.382972988
12/17/2001,0.002523433,0.0099848,-2.460543295
12/18/2001,0.003952574,0.007517776,0.732540361
12/21/2001,0.005057814,0.004341706,0.063889096
1/7/2002,0.003055633,-0.006520088,-0.26226815
1/11/2002,-0.003842128,-0.009512918,-3.715969177
1/15/2002,-0.007536623,0.006810847,1.200403381
1/16/2002,0.00140647,-0.016378524,-2.556145741
1/18/2002,-0.006335818,-0.00997158,1.50743046
1/22/2002,-0.004069002,-0.007361319,-0.139321448
1/24/2002,-0.005536223,0.003512734,0.991709092
1/25/2002,-0.000716589,0.00098877,-0.776877494
1/28/2002,0.000358359,-0.000194146,0.934885642
1/30/2002,0.012871111,0.011679242,2.004845465
1/31/2002,0.002837888,0.014832386,-1.750925275
2/4/2002,0.01225291,-0.025048227,-0.485159564
2/5/2002,0.015707581,-0.004046772,2.071263474
2/6/2002,0.025531863,-0.005990273,0.093566257
2/12/2002,0.003854861,-0.004001015,-0.461341211
2/13/2002,-0.005031035,0.00989222,-0.638909744
2/14/2002,0.005365539,-0.001816563,1.75917317
2/15/2002,0.002838776,-0.011077901,-2.444629578
2/21/2002,0.002913705,-0.015631844,-1.956095541
2/26/2002,0.007677253,-5.40828E-05,6.829413468
2/28/2002,-0.001851073,-0.00285119,-3.590578694
3/6/2002,-0.017273927,0.014405315,1.787357438
3/14/2002,-0.006674107,-0.000910222,3.857713732
3/18/2002,0.006010149,-0.000523221,3.737342201
3/20/2002,-0.004273876,-0.015882236,-1.189691438
3/21/2002,0.003079031,0.001509474,2.02553403
3/25/2002,0.011656522,-0.014759736,-0.420945306
3/26/2002,-0.005389033,0.005831691,0.157096061
3/28/2002,0.007994713,0.00245204,0.57924492
4/11/2002,0.01101296,-0.023965518,0.791091755
4/12/2002,-0.003157985,0.0066104,0.038833248
4/17/2002,0.010357593,-0.002040419,2.704508981
4/18/2002,0.01123793,-0.001421881,0.442749021
4/19/2002,-0.008085186,0.000622322,0.497017484
4/22/2002,0.006275826,-0.015530988,-3.47046359
4/25/2002,0.009976369,-0.001519715,2.247754542
4/30/2002,-0.004855164,0.010698484,-0.78203351
5/2/2002,-0.002435264,-0.00175033,3.227583134
5/13/2002,-0.001286381,0.018379987,-1.834055793
5/14/2002,-0.007591089,0.020923115,1.645550366
5/16/2002,0.005821491,0.006540927,2.745705815
5/17/2002,0.001611085,0.007583422,-1.432534488
5/21/2002,0.01180802,-0.011051057,1.597739017
5/23/2002,0.000157667,0.010132467,-4.221274626
5/31/2002,0.001838799,0.002326673,-0.368817014
6/7/2002,0.007071513,-0.001575355,2.623520486
6/10/2002,-0.012020487,0.003119127,-0.15253462
6/12/2002,0.009268781,0.006549147,0.285806266
6/13/2002,-0.003132344,-0.010542904,-1.560988509
6/17/2002,-0.013439802,0.028277594,-2.275134525
6/20/2002,0.005287726,-0.013522523,-0.099023067
6/21/2002,0.001085187,-0.017189701,-1.823589476
6/25/2002,-0.014504189,-0.016842632,-1.298659832
6/26/2002,-0.000466382,-0.002677378,-1.598113049
7/1/2002,-0.020298826,-0.021609656,-0.17877287
7/3/2002,-0.0115146,0.006203755,1.669274357
7/9/2002,0.006714654,-0.025029677,0.940382927
7/10/2002,0.003181676,-0.034552095,-1.069290011
7/11/2002,-0.002066938,0.007468214,1.100472279
7/12/2002,0.008084375,-0.006469224,1.50746477
7/15/2002,0.007236149,-0.003762264,0.431191124
7/18/2002,0.004733363,-0.02739039,-1.936852201
7/19/2002,0.01639253,-0.039095488,0.8863749
7/29/2002,-0.006415023,0.052666583,-1.971725996
8/5/2002,0.014482395,-0.03489794,0.049720303
8/6/2002,-0.012190318,0.029479696,-0.003565707
8/14/2002,0.005878165,0.03926595,-1.031117116
8/16/2002,0.004945372,-0.001592237,1.318530564
8/19/2002,-0.0131349,0.023358462,-1.708998674
8/22/2002,-0.003758481,0.013953763,-0.32597206
8/23/2002,0.001799297,-0.022947486,-1.234078041
8/29/2002,0.003209245,-7.62664E-05,5.988582148
8/30/2002,0.002240359,-0.001886721,-3.567762317
9/3/2002,0.002235351,-0.042423409,-3.115097755
9/4/2002,-0.00159617,0.01737623,0.555805414
9/5/2002,0.014432096,-0.01609007,2.278748697
9/9/2002,0.010128641,0.01006197,1.14458267
9/13/2002,-0.000156826,0.003264445,-2.170251664
9/16/2002,-0.010880814,0.001448698,5.052045126
9/17/2002,0.001742575,-0.019925629,-4.45297899
9/18/2002,0.008824514,-0.004658696,3.075440873
9/19/2002,0.01107742,-0.030525847,-1.652462733
9/24/2002,0.011714067,-0.017435514,2.71340205
9/25/2002,-0.003530589,0.024558936,-1.54189231
9/26/2002,-0.0172164,0.01804594,1.892552736
9/27/2002,0.00140702,-0.032790992,-3.101621812
9/30/2002,0.011339927,-0.014720383,2.887776862
10/1/2002,-0.006042314,0.039242886,-1.610079822
10/2/2002,0.001397624,-0.023870045,-0.966867452
10/4/2002,-0.005604,-0.022686567,2.158611506
10/8/2002,-0.008583744,0.016757241,0.783142337
10/9/2002,0.001096577,-0.027666161,-2.559056002
10/10/2002,-0.001253329,0.034368339,-0.083315988
10/11/2002,-0.006605875,0.038315123,1.55344702
10/25/2002,0.004001606,0.017021449,1.167375474
10/29/2002,0.008549767,-0.009117747,0.521178946
10/30/2002,-0.001893641,0.009656788,-1.564840939
10/31/2002,0.00110506,-0.005572864,0.011149873
11/7/2002,0.006126796,-0.023117416,-0.447750988
11/8/2002,0.007644939,-0.008801708,1.187012392
11/12/2002,0.00326874,0.007685611,1.051511189
11/14/2002,-0.016807118,0.024335206,-3.054321861
11/18/2002,-0.001097437,-0.010463086,-0.891604697
11/20/2002,-0.002662283,0.019228707,-1.674338404
11/21/2002,-0.003770625,0.021224774,0.249291862
11/22/2002,0.000157394,-0.003443637,-1.357605628
11/25/2002,-0.000787216,0.002500766,1.929683799
11/26/2002,0.000157493,-0.021201212,-3.746584295
12/4/2002,0.007479,-0.003459684,1.145138302
12/5/2002,0.001086029,-0.012082685,-3.180167302
12/9/2002,-0.001997389,-0.022426019,-2.907079717
12/13/2002,0.017613574,-0.013522849,-0.307470853
12/20/2002,-0.009903955,0.012921528,-1.240005919
1/7/2003,-0.007848774,-0.006566111,0.243447086
1/14/2003,0.001558847,0.005812968,-1.213641614
1/15/2003,-0.005965079,-0.014530928,0.425788109
1/17/2003,0.013252696,-0.014116223,0.003158731
1/27/2003,0.006807378,-0.016291732,1.248195671
1/28/2003,-0.000271407,0.012966032,-2.993817128
1/30/2003,-0.006237308,-0.023114366,-0.801481976
2/5/2003,0.014631514,-0.005449862,0.700813532
2/7/2003,-0.006808651,-0.010144945,-1.342604527
2/12/2003,-0.021380795,-0.012768093,-0.262270459
2/13/2003,-0.009871748,-0.001601418,1.303243527
2/14/2003,0.004101554,0.021208111,-3.461804923
2/19/2003,0.005506462,-0.007121412,-0.666188656
2/20/2003,0.015913174,-0.009546924,0.768111936
2/26/2003,-0.016067999,-0.013228532,0.257010419
2/28/2003,-0.010877451,0.004611461,2.702247152
3/7/2003,-0.011198643,0.008225414,1.797595883
3/10/2003,0.010493573,-0.026169169,-1.222382911
3/13/2003,-0.034090871,0.033876682,-0.545148412
3/17/2003,0.016421702,0.034813605,-0.99077161
3/19/2003,-0.008894218,0.008698855,-0.282163891
3/25/2003,0.007409121,0.012087762,0.587405792
3/26/2003,-0.005892591,-0.005490961,0.560074266
4/1/2003,-0.001494322,0.012070506,-1.715447965
4/2/2003,-0.015219159,0.025780728,1.562020324
4/4/2003,0.00030888,0.002734577,-3.4006482
4/8/2003,0.0108815,-0.001865524,-0.525648171
4/10/2003,0.010062783,0.006434295,1.243739638
4/17/2003,0.008908061,0.015416237,0.537342971
4/24/2003,0.0011994,-0.00829309,-1.376591741
4/29/2003,-0.003614462,0.003273897,2.302200327
4/30/2003,0.01601471,-0.001002856,2.671693751
5/1/2003,0.013128,-0.000676405,0.195054224
5/2/2003,-0.00205369,0.014926782,-4.949228804
5/12/2003,0.009156001,0.012456776,0.91430557
5/13/2003,-0.001995724,-0.002977628,-0.092264729
5/19/2003,0.011204599,-0.025233636,-0.641918488
5/20/2003,0.020130281,-0.001130128,3.691748024
5/22/2003,0.004882028,0.009109151,-0.644143684
5/23/2003,0.002432105,0.001447652,1.14253338
5/27/2003,0.002426204,0.019377696,-2.596609204
5/29/2003,0.009964101,-0.003762762,-1.906708906
5/30/2003,-0.0046929,0.014582928,-2.10763633
6/3/2003,0.000685166,0.004704532,-2.88669853
6/6/2003,-0.010277583,-0.002406594,0.881955943
6/9/2003,-0.000688943,-0.012048891,-4.313322682
6/13/2003,0.002268539,-0.009964252,-3.18203097
6/17/2003,0.012343267,0.00090981,3.01294598
6/18/2003,-0.008304546,-0.00155311,-0.931086506
6/19/2003,-0.005854491,-0.015353531,-2.640679907
6/20/2003,0.000978132,0.00099478,0.947259226
6/23/2003,-0.008415197,-0.014211322,-0.507122594
6/27/2003,0.004787127,-0.009785811,-0.852317241
6/30/2003,0.001446132,-0.001763452,0.516622085
7/2/2003,0.003705291,0.011568545,-1.55037367
7/3/2003,-0.005992314,-0.008133617,0.832999698
7/8/2003,-0.002732439,0.003399166,1.439765568
7/10/2003,-0.00218166,-0.013571892,-2.282219321
7/11/2003,0.000873235,0.009502598,-0.55920074
7/14/2003,0.010995481,0.005714301,3.04162773
7/17/2003,-0.00204171,-0.012420885,-2.624893867
7/18/2003,0.005386924,0.011736546,1.026858684
7/23/2003,0.00778214,0.000505889,3.24093132
7/30/2003,-0.015944879,-0.001811036,2.410958098
8/5/2003,0.00258658,-0.017821319,-3.558322404
8/11/2003,0.014584468,0.003064072,0.932465438
8/12/2003,0.002641642,0.009903985,-2.881748791
8/13/2003,-0.004034788,-0.006402032,0.859874826
8/14/2003,0.01370738,0.006563578,1.198060132
8/15/2003,0.002472189,0.00016152,1.991832426
8/21/2003,-0.001100413,0.002974678,-2.487836614
9/3/2003,-0.009950331,0.004179163,1.866630691
9/8/2003,-0.00306483,0.009985324,-1.926309835
9/9/2003,0.020082588,-0.008244118,2.07147749
9/15/2003,-0.012637348,-0.003757184,0.345993912
9/16/2003,0.002940785,0.014196987,-2.787339796
9/17/2003,-0.000934767,-0.003259883,0.325203328
9/18/2003,0.010763508,0.013178279,1.046741364
9/22/2003,0.015028052,-0.013093159,-0.053282922
9/23/2003,-0.00233736,0.006053093,-1.089375974
9/24/2003,0.001039501,-0.01928033,-1.968797203
9/25/2003,0.014696668,-0.006071616,3.804340507
9/30/2003,0.01571563,-0.010596589,1.993829346
10/1/2003,-0.011665719,0.022094147,-1.032781826
10/2/2003,-0.003395589,0.001981889,1.177085051
10/8/2003,-0.002262595,-0.005277312,-1.846738034
10/10/2003,0.004576667,-0.000645227,0.999642891
10/13/2003,-0.005521528,0.006998171,-2.196119042
10/15/2003,-0.001204094,-0.002595124,-1.692887112
10/20/2003,0.00886745,0.005143965,0.822041021
10/21/2003,0.011702261,0.001291427,1.659470833
10/23/2003,-0.000649984,0.003304058,-1.754875599
10/24/2003,0.009705673,-0.004712325,2.34848864
10/27/2003,-0.005812093,0.002155299,0.269482101
10/28/2003,-0.004153692,0.01507305,-2.280922053
10/31/2003,-0.00064704,0.003594502,-2.65153773
11/3/2003,-0.00779731,0.007877826,1.704479913
11/7/2003,-0.003424661,-0.004584948,0.111365319
11/11/2003,0.011150122,-0.000515838,2.353257078
11/14/2003,0.003282417,-0.00764434,-5.474919265
11/20/2003,-0.002153399,-0.008467892,-0.444975955
11/21/2003,0.003038746,0.001575694,2.025983335
11/25/2003,-0.000382824,0.001718923,-0.936337453
12/3/2003,0.001120588,-0.001773524,-0.282089114
12/10/2003,0.005502918,-0.001066425,2.419641851
12/11/2003,-0.014494788,0.011416571,-1.402243211
12/17/2003,0.000612557,0.001254874,0.96844809
12/19/2003,0.005506285,-0.000468352,4.317348402
1/6/2004,0.008994143,0.001291248,1.902556814
1/8/2004,-0.001779888,0.004950746,-1.997213203
1/9/2004,0.005566426,-0.008927284,0.550629125
1/14/2004,-0.014201422,0.008260326,2.749721499
1/15/2004,-0.01682732,0.001352445,1.979211939
1/16/2004,-0.009989119,0.00684898,-2.143693327
1/20/2004,0.00207913,-0.000930396,0.426697873
1/21/2004,-0.004039915,0.0077415,-1.454466428
1/22/2004,0.004039915,-0.003211789,0.879767495
1/29/2004,-0.012979244,0.004985425,1.011096343
2/4/2004,-0.005495206,-0.008397617,-2.860585329
2/5/2004,0.000751127,0.001826954,-0.464759205
2/6/2004,0.011694585,0.012477323,0.824044198
2/12/2004,0.014314798,-0.00489206,1.507370993
2/13/2004,0.010633256,-0.005483233,-0.4113888
2/17/2004,-0.003612286,0.009709995,-1.651106529
2/20/2004,-0.011165075,-0.002575105,0.453933286
2/23/2004,-0.014290395,-0.002730736,0.188116325
2/25/2004,-0.004984434,0.004012692,-1.198062114
2/26/2004,-0.01764381,0.001083641,2.573200318
3/1/2004,0.010429195,0.009578934,-5.442378646
3/2/2004,-0.010681848,-0.00595214,0.499752165
3/5/2004,0.018325947,0.00172164,2.224306561
3/9/2004,0.004118057,-0.005796003,1.378087151
3/11/2004,-0.004507332,-0.015340983,0.328561828
3/15/2004,0.000251225,-0.014453794,-1.658303812
3/17/2004,0.000620925,0.01168086,-3.607679334
3/19/2004,0.003038592,-0.011236174,-4.045134572
3/22/2004,0.013620412,-0.013042204,1.351122967
3/24/2004,-0.002405293,-0.002397863,-0.927062325
3/25/2004,0.002044867,0.016232883,-2.074799658
3/29/2004,-0.000593296,0.012920876,-5.618583902
3/30/2004,-0.00297177,0.004027621,2.776888531
3/31/2004,0.008770946,-0.000701222,2.83039366
4/5/2004,-0.003107448,0.007642749,-1.732745266
4/6/2004,0.001913418,-0.002096811,0.808429325
4/7/2004,0.00119403,-0.006667594,-1.628398891
4/8/2004,0.001192606,-0.001061473,1.836407829
4/15/2004,0.001256282,0.000593706,-2.359394707
4/16/2004,0.006507344,0.005098423,-0.5055274
4/19/2004,0.005597378,0.001065877,1.414499705
4/20/2004,-0.015626295,-0.015679323,-1.661887616
4/22/2004,-0.001146424,0.013993038,-3.174901072
4/27/2004,-0.001890955,0.00226949,-0.531726301
4/29/2004,-0.016062022,-0.007619766,1.059868072
5/6/2004,-0.012948069,-0.00674566,0.02222
5/7/2004,-0.017441546,-0.013820502,-0.419345456
5/10/2004,-0.015348277,-0.010595665,0.137856346
5/11/2004,0.000666445,0.00763324,-2.808869012
5/12/2004,0.018351561,0.001669153,4.835709378
5/13/2004,-0.018618086,-0.000765822,0.793539736
5/17/2004,0.016986385,-0.010643279,-1.204089889
5/18/2004,-0.013804203,0.006793586,0.241510657
5/19/2004,0.008042762,-0.002568597,0.432418643
5/20/2004,-0.003288395,0.000459162,0.827338636
5/26/2004,0.001926659,0.001696597,0.358203735
5/27/2004,0.010086265,0.005670298,0.448769833
5/28/2004,-0.000889623,-0.000535246,-0.067861228
6/1/2004,0.00999439,0.000463896,2.562046357
6/14/2004,0.000389585,-0.009886187,-3.316452625
6/17/2004,0.002203929,-0.001332975,-0.35898157
6/24/2004,0.015367477,-0.002985064,2.23073908
6/25/2004,0.003742986,-0.005467953,-2.017652888
6/28/2004,0.006825965,-0.000952473,2.348447415
6/29/2004,-0.024667876,0.002511512,0.315189877
7/1/2004,-0.002529726,-0.010485694,-1.282004078
7/7/2004,0.012970024,0.001897483,1.919331196
7/13/2004,-0.013502838,0.000708682,4.268214453
7/14/2004,0.007207686,-0.003296494,-2.164959333
7/19/2004,0.000123054,-0.000444987,-1.77053633
7/20/2004,-0.01575031,0.007023988,2.092949705
7/26/2004,-0.001917546,-0.00196289,-0.507801262
7/28/2004,-0.006562463,0.000538751,3.954558425
8/2/2004,0.00025546,0.00443773,-5.050747981
8/3/2004,-0.001405841,-0.006282003,1.357777282
8/11/2004,-0.014243639,-0.003007186,3.886768535
