Date,GT2 Govt,GT10 Govt,GT30 Govt,Slope_10_2,Slope_30_10,YieldChange,YieldCurvature
2000-02-29,0.06521,0.06409,0.0613999999999999,-0.0011200000000000099,-0.002690000000000095,-0.0001300000000000051,0.0015700000000000852
2000-03-01,0.06504,0.06386,0.06158,-0.0011800000000000005,-0.0022799999999999973,-0.0002299999999999941,0.0010999999999999968
2000-03-02,0.06513,0.06384,0.06132,-0.0012899999999999995,-0.0025199999999999945,-2.0000000000006124e-05,0.001229999999999995
2000-03-03,0.06495,0.0638799999999999,0.06132,-0.0010700000000000986,-0.0025599999999998957,3.9999999999901226e-05,0.001489999999999797
2000-03-06,0.06529,0.06411,0.06143,-0.0011800000000000005,-0.002680000000000002,0.00023000000000010512,0.0015000000000000013
2000-03-07,0.06486,0.06373,0.06145,-0.001130000000000006,-0.0022799999999999973,-0.00038000000000000533,0.0011499999999999913
2000-03-08,0.06495,0.06379,0.06161,-0.0011599999999999944,-0.0021800000000000014,6.0000000000004494e-05,0.001020000000000007
2000-03-09,0.06477,0.06343,0.06152,-0.001339999999999994,-0.001910000000000002,-0.0003599999999999992,0.000570000000000008
2000-03-10,0.06537,0.06383,0.06176,-0.0015399999999999997,-0.0020699999999999955,0.0003999999999999976,0.0005299999999999958
2000-03-13,0.06511,0.0637,0.0617,-0.0014099999999999946,-0.0020000000000000087,-0.00012999999999999123,0.0005900000000000141
2000-03-14,0.06468,0.06292,0.0608999999999999,-0.0017599999999999977,-0.002020000000000105,-0.0007800000000000029,0.00026000000000010737
2000-03-15,0.06494,0.06291,0.06079,-0.002030000000000004,-0.002119999999999997,-1.0000000000010001e-05,8.999999999999286e-05
2000-03-16,0.06485,0.06245,0.06043,-0.0024000000000000063,-0.002020000000000001,-0.00045999999999999514,-0.00038000000000000533
2000-03-17,0.06485,0.06194,0.06,-0.002910000000000003,-0.0019400000000000042,-0.0005099999999999966,-0.0009699999999999986
2000-03-20,0.0650999999999999,0.0618299999999999,0.0600399999999999,-0.003269999999999995,-0.00179,-0.00011000000000010307,-0.0014799999999999952
2000-03-21,0.06502,0.0613499999999999,0.05969,-0.003670000000000097,-0.0016599999999998977,-0.00048000000000000126,-0.002010000000000199
2000-03-22,0.06475,0.06112,0.05958,-0.0036300000000000013,-0.0015399999999999997,-0.00022999999999989695,-0.0020900000000000016
2000-03-23,0.06501,0.06078,0.05907,-0.004229999999999998,-0.0017100000000000032,-0.00034,-0.0025199999999999945
2000-03-24,0.06624,0.06191,0.05986,-0.004329999999999994,-0.002050000000000003,0.001129999999999999,-0.0022799999999999904
2000-03-27,0.06615,0.0618499999999999,0.05978,-0.004300000000000102,-0.0020699999999998983,-6.000000000010164e-05,-0.002230000000000204
2000-03-28,0.06598,0.0615099999999999,0.05977,-0.004470000000000099,-0.0017399999999999013,-0.00034,-0.0027300000000001975
2000-03-29,0.06589,0.06147,0.05974,-0.004420000000000007,-0.0017299999999999954,-3.9999999999901226e-05,-0.002690000000000012
2000-03-30,0.06484,0.06055,0.05878,-0.004289999999999995,-0.0017700000000000007,-0.0009199999999999972,-0.0025199999999999945
2000-03-31,0.06479,0.0600399999999999,0.05828,-0.004750000000000101,-0.0017599999999999005,-0.0005100000000001007,-0.002990000000000201
2000-04-03,0.06419,0.05965,0.05812,-0.004539999999999995,-0.0015300000000000036,-0.0003899999999998974,-0.003009999999999992
2000-04-04,0.06308,0.0589499999999999,0.05773,-0.004130000000000099,-0.0012199999999999017,-0.0007000000000001033,-0.002910000000000197
2000-04-05,0.063,0.05872,0.05778,-0.004279999999999999,-0.0009400000000000033,-0.00022999999999989695,-0.0033399999999999958
2000-04-06,0.06393,0.05934,0.05794,-0.004590000000000004,-0.0013999999999999985,0.0006199999999999956,-0.0031900000000000053
2000-04-07,0.06366,0.05853,0.0570899999999999,-0.005129999999999996,-0.001440000000000101,-0.0008099999999999982,-0.0036899999999998948
2000-04-10,0.06263,0.05771,0.05668,-0.004920000000000008,-0.0010299999999999962,-0.0008200000000000013,-0.0038900000000000115
2000-04-11,0.06331,0.05882,0.0576999999999999,-0.004490000000000008,-0.0011200000000001,0.0011099999999999999,-0.003369999999999908
2000-04-12,0.06357,0.0593499999999999,0.0581299999999999,-0.004220000000000099,-0.0012200000000000058,0.0005299999999999055,-0.003000000000000093
2000-04-13,0.06348,0.0590599999999999,0.05792,-0.0044200000000000975,-0.001139999999999898,-0.00029000000000000553,-0.0032800000000001994
2000-04-14,0.06235,0.0584999999999999,0.05776,-0.0038500000000001033,-0.0007399999999999005,-0.000559999999999998,-0.003110000000000203
2000-04-17,0.06316,0.06038,0.05932,-0.002779999999999991,-0.0010600000000000054,0.0018800000000001038,-0.0017199999999999854
2000-04-18,0.06329,0.06059,0.0591,-0.002700000000000001,-0.0014899999999999983,0.0002099999999999949,-0.0012100000000000027
2000-04-19,0.0632,0.05992,0.05847,-0.003280000000000005,-0.00145,-0.000669999999999997,-0.0018300000000000052
2000-04-20,0.06362,0.05994,0.0583,-0.0036799999999999958,-0.0016400000000000026,1.9999999999999185e-05,-0.002039999999999993
2000-04-24,0.0638799999999999,0.06017,0.05875,-0.003709999999999894,-0.0014200000000000046,0.00023000000000000104,-0.0022899999999998893
2000-04-25,0.06484,0.06128,0.0593599999999999,-0.0035599999999999937,-0.0019200000000001022,0.0011099999999999999,-0.0016399999999998915
2000-04-26,0.06501,0.0613,0.05944,-0.003709999999999998,-0.0018600000000000005,1.9999999999999185e-05,-0.0018499999999999975
2000-04-27,0.06613,0.06223,0.05985,-0.0038999999999999937,-0.00238,0.0009300000000000003,-0.0015199999999999936
2000-04-28,0.06676,0.0621199999999999,0.0596,-0.004640000000000102,-0.0025199999999998973,-0.00011000000000010307,-0.002120000000000205
2000-05-01,0.06719,0.06278,0.05988,-0.004409999999999997,-0.0029,0.000660000000000105,-0.0015099999999999975
2000-05-02,0.06711,0.06299,0.06011,-0.004119999999999999,-0.0028800000000000076,0.00021000000000000185,-0.0012399999999999911
2000-05-03,0.06746,0.06401,0.06116,-0.0034500000000000086,-0.0028499999999999984,0.0010199999999999931,-0.0006000000000000102
2000-05-04,0.0675399999999999,0.06427,0.06155,-0.003269999999999912,-0.0027199999999999933,0.00025999999999999635,-0.0005499999999999186
2000-05-05,0.06824,0.06505,0.06188,-0.0031899999999999984,-0.003169999999999999,0.0007800000000000029,-1.9999999999999185e-05
2000-05-08,0.06851,0.0655999999999999,0.06243,-0.002910000000000107,-0.003169999999999895,0.0005499999999998978,0.0002599999999997882
2000-05-09,0.06843,0.06529,0.06213,-0.003140000000000004,-0.003160000000000003,-0.0003099999999998937,1.9999999999999185e-05
2000-05-10,0.06791,0.0642,0.06149,-0.003710000000000005,-0.00270999999999999,-0.0010900000000000076,-0.0010000000000000148
2000-05-11,0.06809,0.06409,0.06146,-0.0040000000000000036,-0.0026299999999999935,-0.00010999999999999899,-0.00137000000000001
2000-05-12,0.06897,0.06512,0.0620099999999999,-0.003850000000000006,-0.003110000000000099,0.0010300000000000031,-0.0007399999999999074
2000-05-15,0.06845,0.06446,0.06154,-0.0039899999999999936,-0.002920000000000006,-0.0006599999999999939,-0.0010699999999999876
2000-05-16,0.06872,0.06424,0.06113,-0.004479999999999998,-0.0031100000000000086,-0.00021999999999999797,-0.0013699999999999893
2000-05-17,0.06899,0.06496,0.06184,-0.004029999999999992,-0.0031200000000000047,0.0007199999999999984,-0.0009099999999999872
2000-05-18,0.06908,0.0654,0.06227,-0.0036800000000000027,-0.003130000000000001,0.00043999999999999595,-0.0005500000000000019
2000-05-19,0.0684,0.06494,0.06206,-0.0034600000000000047,-0.0028800000000000006,-0.0004600000000000021,-0.0005800000000000041
2000-05-22,0.06814,0.06439,0.0618499999999999,-0.0037500000000000033,-0.0025400000000001047,-0.0005499999999999949,-0.0012099999999998987
2000-05-23,0.06788,0.0643499999999999,0.0616,-0.0035300000000001025,-0.0027499999999998914,-4.000000000010939e-05,-0.0007800000000002111
2000-05-24,0.0683199999999999,0.0647,0.06193,-0.003619999999999901,-0.0027699999999999947,0.00035000000000010023,-0.0008499999999999064
2000-05-25,0.0670999999999999,0.06394,0.0610599999999999,-0.003159999999999899,-0.0028800000000000978,-0.0007599999999999968,-0.00027999999999980124
2000-05-26,0.06672,0.06331,0.06059,-0.0034099999999999964,-0.002720000000000007,-0.0006299999999999917,-0.0006899999999999892
2000-05-30,0.06731,0.06376,0.0609199999999999,-0.0035499999999999976,-0.0028400000000000994,0.0004499999999999921,-0.0007099999999998982
2000-05-31,0.06672,0.06272,0.06008,-0.0040000000000000036,-0.0026399999999999965,-0.0010399999999999993,-0.001360000000000007
2000-06-01,0.06587,0.06191,0.05943,-0.003959999999999998,-0.002480000000000003,-0.0008099999999999982,-0.0014799999999999952
2000-06-02,0.0650999999999999,0.06152,0.05945,-0.0035799999999998958,-0.0020699999999999955,-0.00039000000000000146,-0.0015099999999999003
2000-06-05,0.06492,0.06122,0.05915,-0.003700000000000009,-0.0020699999999999955,-0.00030000000000000165,-0.0016300000000000134
2000-06-06,0.06492,0.06122,0.05908,-0.003700000000000009,-0.002139999999999996,0.0,-0.0015600000000000128
2000-06-07,0.06534,0.06141,0.05907,-0.003929999999999996,-0.002340000000000002,0.00019000000000000267,-0.0015899999999999942
2000-06-08,0.06543,0.0612399999999999,0.05886,-0.004190000000000103,-0.002379999999999896,-0.00017000000000010063,-0.0018100000000002073
2000-06-09,0.0654199999999999,0.06126,0.0589499999999999,-0.004159999999999893,-0.0023100000000001036,2.000000000010327e-05,-0.0018499999999997893
2000-06-12,0.0649899999999999,0.06071,0.05871,-0.004279999999999895,-0.0020000000000000018,-0.0005500000000000019,-0.0022799999999998932
2000-06-13,0.0648099999999999,0.06116,0.05949,-0.0036499999999998964,-0.0016699999999999979,0.000449999999999999,-0.0019799999999998985
2000-06-14,0.06412,0.06041,0.0591,-0.003709999999999998,-0.0013099999999999987,-0.0007500000000000007,-0.0023999999999999994
2000-06-15,0.0642,0.0605,0.05923,-0.003699999999999995,-0.0012700000000000003,8.99999999999998e-05,-0.0024299999999999947
2000-06-16,0.0635,0.05971,0.05869,-0.0037900000000000017,-0.00102,-0.000789999999999999,-0.0027700000000000016
2000-06-19,0.06384,0.0599899999999999,0.05891,-0.0038500000000000964,-0.0010799999999999005,0.0002799999999998984,-0.002770000000000196
2000-06-20,0.06427,0.0602,0.05896,-0.004069999999999997,-0.001239999999999998,0.000210000000000099,-0.002829999999999999
2000-06-21,0.06496,0.06113,0.0596699999999999,-0.003830000000000007,-0.0014600000000001,0.0009300000000000003,-0.002369999999999907
2000-06-22,0.06487,0.06104,0.05962,-0.00383,-0.0014199999999999977,-8.99999999999998e-05,-0.0024100000000000024
2000-06-23,0.06539,0.0618499999999999,0.06041,-0.0035400000000001056,-0.0014399999999998997,0.0008099999999999011,-0.002100000000000206
2000-06-26,0.06486,0.06102,0.05979,-0.003840000000000003,-0.001229999999999995,-0.0008299999999999003,-0.002610000000000008
2000-06-27,0.06494,0.06085,0.05933,-0.004089999999999996,-0.0015200000000000005,-0.00016999999999999654,-0.002569999999999996
2000-06-28,0.06459,0.061,0.0595199999999999,-0.003589999999999996,-0.0014800000000000993,0.00014999999999999736,-0.0021099999999998967
2000-06-29,0.06354,0.06027,0.05875,-0.003270000000000002,-0.0015200000000000005,-0.0007300000000000015,-0.0017500000000000016
2000-06-30,0.06362,0.0603099999999999,0.05896,-0.0033100000000000976,-0.0013499999999998999,3.9999999999901226e-05,-0.0019600000000001977
2000-07-03,0.06294,0.05989,0.05867,-0.003049999999999997,-0.0012199999999999989,-0.0004199999999998996,-0.0018299999999999983
2000-07-05,0.06285,0.05985,0.05857,-0.0030000000000000027,-0.0012800000000000034,-3.999999999999837e-05,-0.0017199999999999993
2000-07-06,0.06336,0.06048,0.05908,-0.0028800000000000006,-0.0013999999999999985,0.0006299999999999986,-0.0014800000000000021
2000-07-07,0.06276,0.06001,0.05869,-0.0027499999999999955,-0.0013200000000000017,-0.0004699999999999982,-0.0014299999999999938
2000-07-10,0.06301,0.06035,0.05886,-0.0026599999999999957,-0.0014899999999999983,0.00034,-0.0011699999999999974
2000-07-11,0.06309,0.06048,0.05885,-0.0026099999999999943,-0.0016299999999999995,0.00012999999999999817,-0.0009799999999999948
2000-07-12,0.06326,0.0608,0.05878,-0.002459999999999997,-0.002020000000000001,0.00032000000000000084,-0.00043999999999999595
2000-07-13,0.06283,0.06005,0.0581599999999999,-0.0027799999999999978,-0.0018900000000001,-0.0007500000000000007,-0.0008899999999998978
2000-07-14,0.0639499999999999,0.06096,0.05876,-0.0029899999999998955,-0.0022000000000000006,0.0009100000000000011,-0.000789999999999895
2000-07-17,0.0643799999999999,0.06148,0.05915,-0.0028999999999998957,-0.0023299999999999987,0.0005199999999999996,-0.000569999999999897
2000-07-18,0.06429,0.06141,0.05908,-0.0028800000000000006,-0.0023299999999999987,-7.000000000000062e-05,-0.0005500000000000019
2000-07-19,0.06455,0.06154,0.05913,-0.003009999999999999,-0.0024099999999999955,0.00012999999999999817,-0.0006000000000000033
2000-07-20,0.06316,0.06002,0.05809,-0.003139999999999997,-0.0019299999999999942,-0.0015200000000000005,-0.0012100000000000027
2000-07-21,0.06324,0.05998,0.05789,-0.003260000000000006,-0.0020900000000000016,-3.999999999999837e-05,-0.0011700000000000044
2000-07-24,0.0634199999999999,0.06034,0.05815,-0.0030799999999998953,-0.0021899999999999975,0.0003599999999999992,-0.0008899999999998978
2000-07-25,0.06333,0.0602799999999999,0.05807,-0.0030500000000000943,-0.0022099999999999065,-6.00000000000947e-05,-0.0008400000000001878
2000-07-26,0.06333,0.06027,0.05807,-0.0030600000000000002,-0.0022000000000000006,-9.999999999905917e-06,-0.0008599999999999997
2000-07-27,0.06263,0.06,0.05771,-0.0026300000000000073,-0.0022900000000000004,-0.0002699999999999994,-0.00034000000000000696
2000-07-28,0.0628,0.06034,0.05785,-0.002459999999999997,-0.002489999999999999,0.00034,3.0000000000002247e-05
2000-07-31,0.06288,0.0603099999999999,0.05782,-0.002570000000000107,-0.002489999999999895,-3.000000000009939e-05,-8.000000000021185e-05
2000-08-01,0.06237,0.05984,0.05727,-0.0025300000000000045,-0.002569999999999996,-0.00046999999999990105,3.999999999999143e-05
2000-08-02,0.0622,0.05976,0.05759,-0.0024399999999999977,-0.0021699999999999983,-7.999999999999674e-05,-0.0002699999999999994
2000-08-03,0.0621199999999999,0.0595199999999999,0.05737,-0.002599999999999998,-0.002149999999999902,-0.00024000000000010124,-0.00045000000000009616
2000-08-04,0.0613499999999999,0.05901,0.05708,-0.0023399999999998977,-0.0019300000000000012,-0.0005099999999998994,-0.00040999999999989656
2000-08-07,0.06177,0.05956,0.0575199999999999,-0.0022099999999999967,-0.0020400000000001042,0.0005500000000000019,-0.00016999999999989246
2000-08-08,0.0616,0.05918,0.05731,-0.0024199999999999985,-0.0018700000000000036,-0.0003799999999999984,-0.0005499999999999949
2000-08-09,0.06159,0.05916,0.0572499999999999,-0.0024300000000000016,-0.0019100000000000991,-2.0000000000006124e-05,-0.0005199999999999025
2000-08-10,0.06159,0.05763,0.05681,-0.003959999999999998,-0.0008200000000000013,-0.0015299999999999966,-0.003139999999999997
2000-08-11,0.0624399999999999,0.0579,0.05706,-0.004539999999999898,-0.0008400000000000005,0.0002699999999999994,-0.003699999999999898
2000-08-14,0.06227,0.05771,0.0569,-0.0045600000000000016,-0.0008099999999999982,-0.00019000000000000267,-0.0037500000000000033
2000-08-15,0.0626999999999999,0.0580199999999999,0.0570899999999999,-0.004679999999999997,-0.0009300000000000003,0.00030999999999990063,-0.0037499999999999964
2000-08-16,0.06287,0.05838,0.05742,-0.004489999999999994,-0.0009600000000000025,0.0003600000000001033,-0.0035299999999999915
2000-08-17,0.06287,0.0581,0.05712,-0.0047699999999999965,-0.0009800000000000017,-0.00028000000000000247,-0.0037899999999999948
2000-08-18,0.0625199999999999,0.05773,0.0569,-0.0047899999999998985,-0.0008299999999999974,-0.00037000000000000227,-0.003959999999999901
2000-08-21,0.06278,0.05781,0.05708,-0.004970000000000002,-0.0007300000000000015,8.000000000000368e-05,-0.004240000000000001
2000-08-22,0.0626,0.05775,0.05712,-0.00485,-0.0006300000000000056,-5.9999999999997555e-05,-0.004219999999999995
2000-08-23,0.06208,0.05727,0.05671,-0.004810000000000002,-0.000559999999999998,-0.00048000000000000126,-0.004250000000000004
2000-08-24,0.06188,0.05719,0.05657,-0.00469,-0.0006199999999999956,-8.000000000000368e-05,-0.004070000000000004
2000-08-25,0.06197,0.05729,0.05669,-0.004679999999999997,-0.0006000000000000033,0.00010000000000000286,-0.004079999999999993
2000-08-28,0.06222,0.05777,0.0572299999999999,-0.004449999999999996,-0.0005400000000001029,0.00048000000000000126,-0.003909999999999893
2000-08-29,0.06256,0.05808,0.05747,-0.004480000000000005,-0.0006099999999999994,0.0003099999999999978,-0.0038700000000000054
2000-08-30,0.06231,0.0579999999999999,0.05733,-0.0043100000000000985,-0.0006699999999998998,-8.000000000010082e-05,-0.0036400000000001986
2000-08-31,0.06163,0.0572499999999999,0.05668,-0.004380000000000099,-0.000569999999999897,-0.0007500000000000007,-0.003810000000000202
2000-09-01,0.06078,0.05679,0.0566099999999999,-0.0039900000000000005,-0.00018000000000009675,-0.000459999999999898,-0.0038099999999999037
2000-09-05,0.06078,0.05689,0.05667,-0.0038899999999999976,-0.00022000000000000491,0.00010000000000000286,-0.0036699999999999927
2000-09-06,0.06103,0.05724,0.0570699999999999,-0.0037900000000000017,-0.00017000000000010063,0.00034999999999999615,-0.003619999999999901
2000-09-07,0.06128,0.0575199999999999,0.05715,-0.0037600000000001035,-0.0003699999999998982,0.0002799999999998984,-0.0033900000000002053
2000-09-08,0.06094,0.05739,0.057,-0.0035500000000000045,-0.0003899999999999945,-0.00012999999999990103,-0.00316000000000001
2000-09-11,0.0611899999999999,0.05766,0.0572499999999999,-0.0035299999999998943,-0.0004100000000001047,0.00027000000000000635,-0.0031199999999997896
2000-09-12,0.0611899999999999,0.05772,0.05751,-0.0034699999999998968,-0.00021000000000000185,5.9999999999997555e-05,-0.003259999999999895
2000-09-13,0.0607599999999999,0.05724,0.05731,-0.003519999999999898,7.000000000000062e-05,-0.00048000000000000126,-0.003589999999999899
2000-09-14,0.06093,0.05785,0.05815,-0.0030799999999999994,0.00030000000000000165,0.0006099999999999994,-0.003380000000000001
2000-09-15,0.06067,0.0584,0.059,-0.002270000000000001,0.0005999999999999964,0.0005500000000000019,-0.0028699999999999976
2000-09-18,0.06024,0.05871,0.0595199999999999,-0.0015300000000000036,0.0008099999999999011,0.0003099999999999978,-0.0023399999999999047
2000-09-19,0.06067,0.05852,0.05908,-0.002149999999999999,0.000559999999999998,-0.00018999999999999573,-0.002709999999999997
2000-09-20,0.0609199999999999,0.05897,0.05961,-0.0019499999999998963,0.0006400000000000017,0.000449999999999999,-0.002589999999999898
2000-09-21,0.06023,0.05823,0.0589299999999999,-0.0020000000000000018,0.0006999999999999021,-0.0007400000000000045,-0.002699999999999904
2000-09-22,0.06083,0.05848,0.05913,-0.002350000000000005,0.0006500000000000047,0.0002500000000000002,-0.0030000000000000096
2000-09-25,0.0609199999999999,0.05837,0.0589499999999999,-0.0025499999999998996,0.0005799999999999,-0.00010999999999999899,-0.0031299999999997996
2000-09-26,0.06048,0.0580199999999999,0.05854,-0.002460000000000101,0.0005200000000001037,-0.00035000000000010023,-0.0029800000000002047
2000-09-27,0.06048,0.05821,0.059,-0.002270000000000001,0.000789999999999999,0.0001900000000000998,-0.0030600000000000002
2000-09-28,0.06,0.05812,0.05882,-0.0018799999999999997,0.0006999999999999992,-8.99999999999998e-05,-0.002579999999999999
2000-09-29,0.05979,0.0580199999999999,0.05885,-0.0017700000000001048,0.0008300000000001015,-0.00010000000000010001,-0.0026000000000002063
2000-10-02,0.0596999999999999,0.05823,0.05923,-0.001469999999999902,0.0010000000000000009,0.000210000000000099,-0.002469999999999903
2000-10-03,0.05995,0.05867,0.0594,-0.0012800000000000034,0.0007300000000000015,0.0004400000000000029,-0.002010000000000005
2000-10-04,0.0601199999999999,0.05886,0.05937,-0.0012599999999999,0.0005099999999999966,0.00019000000000000267,-0.0017699999999998967
2000-10-05,0.0600399999999999,0.05852,0.05892,-0.0015199999999998964,0.0003999999999999976,-0.00034,-0.001919999999999894
2000-10-06,0.05969,0.05812,0.05837,-0.001570000000000002,0.0002500000000000002,-0.0004000000000000045,-0.0018200000000000022
2000-10-09,0.05995,0.05823,0.05846,-0.0017200000000000062,0.00023000000000000104,0.00010999999999999899,-0.0019500000000000073
2000-10-10,0.0593499999999999,0.05772,0.05806,-0.0016299999999999024,0.00034,-0.0005099999999999966,-0.0019699999999999024
2000-10-11,0.0593499999999999,0.05774,0.05823,-0.0016099999999999032,0.0004899999999999974,1.9999999999999185e-05,-0.0020999999999999006
2000-10-12,0.05824,0.0570899999999999,0.05811,-0.0011500000000001023,0.0010200000000001042,-0.0006500000000001019,-0.0021700000000002065
2000-10-13,0.05857,0.05724,0.05804,-0.0013299999999999979,0.0008000000000000021,0.00015000000000010144,-0.00213
2000-10-16,0.05882,0.05732,0.05807,-0.0014999999999999944,0.0007499999999999937,8.000000000000368e-05,-0.002249999999999988
2000-10-17,0.05831,0.05673,0.05767,-0.001579999999999998,0.0009399999999999964,-0.0005900000000000002,-0.0025199999999999945
2000-10-18,0.0583,0.05667,0.0576999999999999,-0.0016299999999999995,0.001029999999999899,-6.0000000000004494e-05,-0.0026599999999998986
2000-10-19,0.05839,0.05655,0.0575,-0.0018399999999999944,0.0009499999999999995,-0.00011999999999999511,-0.002789999999999994
2000-10-20,0.0582899999999999,0.0563199999999999,0.05727,-0.0019699999999999995,0.0009500000000001035,-0.00023000000000010512,-0.002920000000000103
2000-10-23,0.05811,0.0558399999999999,0.05682,-0.0022700000000001053,0.0009800000000001058,-0.00048000000000000126,-0.003250000000000211
2000-10-24,0.05828,0.05615,0.05705,-0.00213,0.000899999999999998,0.00031000000000010186,-0.003029999999999998
2000-10-25,0.0590599999999999,0.05684,0.05746,-0.0022199999999998957,0.0006199999999999956,0.0006900000000000031,-0.0028399999999998912
2000-10-26,0.05913,0.0569,0.05735,-0.002230000000000003,0.000449999999999999,5.9999999999997555e-05,-0.002680000000000002
2000-10-27,0.0593,0.05713,0.0574099999999999,-0.0021699999999999983,0.0002799999999998984,0.00023000000000000104,-0.0024499999999998967
2000-10-30,0.05956,0.05732,0.05758,-0.002239999999999999,0.00025999999999999635,0.00019000000000000267,-0.0024999999999999953
